0,-0.001185634,0.001185634,0,0,0,0,0,0,0,0,-0.0005
-0.023,-0.000829687,0.004829687,0.0004,0,-0.0018,-0.0004,-0.0002,0.0001,0,-0.0137,0
-0.0237,-0.000473964,0.005973964,0.0008,0,-0.0036,-0.0008,-0.0001,0.0003,0,-0.0291,0
-0.0244,-0.000118464,0.007118464,0.0013,0,-0.0054,-0.0012,0,0.0004,0,-0.0331,0
-0.025,0.000236813,0.008163187,0.0017,0,-0.0071,-0.0016,0,0.0006,0,-0.0428,0
-0.0257,0.000591867,0.009308133,0.0021,0,-0.0089,-0.002,0.0001,0.0007,0,-0.0536,-0.6636
-0.0264,0.000946716,0.010253284,0.0025,0,-0.0107,-0.0024,0.0002,0.0009,0,-0.0547,0
-0.0272,0.001301355,0.011198645,0.003,0,-0.0125,-0.0028,0.0002,0.001,0,-0.0478,0
-0.0279,0.001655786,0.012144214,0.0034,0,-0.0143,-0.0032,0.0003,0.0012,0,-0.0498,0
-0.0284,0.002010008,0.012889992,0.0038,0,-0.0161,-0.0036,0.0003,0.0013,0,-0.1019,0
-0.0288,0.002364021,0.013435979,0.0042,0,-0.0178,-0.004,0.0004,0.0014,0,-0.1115,-0.06
-0.029,0.002835999,0.013864001,0.0047,0,-0.0196,-0.0044,0.0004,0.0016,0,-0.0159,-1.093
-0.029,0.003307702,0.013892298,0.0051,0,-0.0214,-0.0048,0.0005,0.0017,0,-0.0067,-0.2997
-0.0285,0.00377913,0.01382087,0.0055,0,-0.0232,-0.0052,0.0005,0.0019,0,-0.0181,-0.0931
-0.0275,0.004250282,0.013649718,0.0059,0,-0.025,-0.0056,0.0006,0.002,0,-0.0217,-0.0207
-0.0261,0.004721162,0.013378838,0.0064,0,-0.0268,-0.006,0.0007,0.0022,0,-0.0537,-0.0029
-0.0243,0.005074321,0.013125679,0.0068,0,-0.0285,-0.0064,0.0007,0.0023,0,-0.0479,0
-0.0221,0.005427351,0.012872649,0.0072,0,-0.0303,-0.0068,0.0008,0.0025,0,-0.0358,0
-0.0195,0.005780252,0.012519748,0.0076,0,-0.0321,-0.0072,0.0008,0.0026,0,0.0163,0
-0.0168,0.006133025,0.012166975,0.0081,0,-0.0339,-0.0076,0.0009,0.0027,0,0.0498,0
-0.014,0.00648567,0.01191433,0.0085,0,-0.0357,-0.008,0.0009,0.0029,0,0.0807,0
-0.0111,0.006838229,0.011561771,0.0089,0,-0.0375,-0.0084,0.001,0.003,0,0.055,0
-0.0083,0.007190664,0.011109336,0.0093,0,-0.0392,-0.0088,0.001,0.0032,0,0.0522,-0.0702
-0.0054,0.007542976,0.010657024,0.0098,0,-0.041,-0.0092,0.0011,0.0033,0,0.0158,-0.02
-0.003,0.007895165,0.010304835,0.0102,0,-0.0428,-0.0096,0.0012,0.0035,0,-0.0017,-0.0045
-0.0009,0.00824723,0.00985277,0.0106,0,-0.0446,-0.01,0.0012,0.0036,0,-0.0382,-0.0006
0.0009,0.008599226,0.009300774,0.011,0,-0.0464,-0.0104,0.0013,0.0038,0,-0.0447,0
0.0023,0.008951103,0.008848897,0.0114,0,-0.0482,-0.0108,0.0013,0.0039,0,-0.0362,0
0.0028,0.009302864,0.008497136,0.0119,0,-0.0499,-0.0112,0.0014,0.004,0,0.0167,-0.0671
0.0028,0.009654504,0.008145496,0.0123,0,-0.0517,-0.0116,0.0014,0.0042,0,-0.0341,-0.0705
0.0032,0.010006028,0.007693972,0.0127,0,-0.0535,-0.012,0.0015,0.0043,0,-0.069,-0.0182
0.0036,0.010357307,0.007342693,0.0131,0,-0.0553,-0.0124,0.0015,0.0045,0,-0.0573,-0.0037
0.0043,0.010708461,0.006991539,0.0136,0,-0.0571,-0.0128,0.0016,0.0046,0,-0.028,-0.0005
0.0063,0.011059486,0.006540514,0.014,0,-0.0589,-0.0132,0.0016,0.0048,0,-0.0653,-7.8574
0.0088,0.011410387,0.006289613,0.0144,0,-0.0606,-0.0136,0.0017,0.0049,0,-0.0586,-0.5222
0.0121,0.011761163,0.005938837,0.0148,0,-0.0624,-0.014,0.0017,0.0051,0,-0.0464,-0.1212
0.0165,0.012111517,0.005688483,0.0153,0,-0.0642,-0.0144,0.0018,0.0052,0,-0.0223,-0.027
0.0214,0.012461727,0.005538273,0.0157,0,-0.066,-0.0148,0.0018,0.0053,0,-0.0006,-0.002
0.0267,0.012811795,0.005488205,0.0161,0,-0.0678,-0.0152,0.0019,0.0055,0,0.0337,-0.133
0.0326,0.01316172,0.00533828,0.0165,0,-0.0696,-0.0156,0.0019,0.0056,0,-0.0331,-0.0413
0.0383,0.013511503,0.005488497,0.017,0,-0.0713,-0.016,0.002,0.0058,0,-0.0576,-0.0092
0.0441,0.013860804,0.005539196,0.0174,0,-0.0731,-0.0164,0.002,0.0059,0,-0.056,-0.0014
0.0498,0.014209948,0.005690052,0.0178,0,-0.0749,-0.0168,0.0021,0.0061,0,-0.0505,0
0.0552,0.01455893,0.00584107,0.0182,0,-0.0767,-0.0172,0.0021,0.0062,0,-0.065,0
0.0604,0.014907756,0.006292244,0.0187,0,-0.0785,-0.0176,0.0022,0.0064,0,-0.0639,-0.1565
0.0655,0.015256423,0.006643577,0.0191,0,-0.0803,-0.018,0.0022,0.0065,0,-0.0271,0
0.0702,0.01560474,0.00709526,0.0195,0,-0.082,-0.0184,0.0023,0.0066,0,-0.0332,-0.7805
0.0748,0.01595289,0.00744711,0.0199,0,-0.0838,-0.0188,0.0024,0.0068,0,-0.0432,-0.071
0.0792,0.016300876,0.007799124,0.0204,0,-0.0856,-0.0192,0.0024,0.0069,0,-0.0446,-0.0158
0.0835,0.016648695,0.008151305,0.0208,0,-0.0874,-0.0196,0.0025,0.0071,0,-0.0473,-0.0022
0.0877,0.016996346,0.008303654,0.0212,0,-0.0892,-0.02,0.0025,0.0072,0,-0.055,0
0.0917,0.017460879,0.008139121,0.0216,0,-0.091,-0.0204,0.0026,0.0074,0,-0.0213,-0.1538
0.0956,0.017925182,0.007974818,0.022,0,-0.0927,-0.0208,0.0027,0.0075,0,-0.0095,-0.0483
0.0994,0.01838926,0.00761074,0.0225,0,-0.0945,-0.0212,0.0027,0.0076,0,-0.033,-0.0108
0.1029,0.01885311,0.00724689,0.0229,0,-0.0963,-0.0216,0.0028,0.0078,0,-0.0402,-0.2304
0.1063,0.019316733,0.006783267,0.0233,0,-0.0981,-0.022,0.0029,0.0079,0,-0.046,-0.07
0.1093,0.019896036,0.006203964,0.0237,0,-0.0999,-0.0224,0.003,0.0081,0,-0.0364,-0.0156
0.1119,0.020474995,0.005625005,0.0242,0,-0.1017,-0.0228,0.003,0.0082,0,-0.0572,-0.002
0.1143,0.021053605,0.005046395,0.0246,0,-0.1035,-0.0232,0.0031,0.0084,0,-0.0652,0
0.1161,0.021631872,0.004568128,0.025,0,-0.1052,-0.0236,0.0032,0.0085,0,-0.0646,-6.9472
0.1174,0.022209793,0.004190207,0.0254,0,-0.107,-0.024,0.0033,0.0087,0,-0.0696,-2.2539
0.1183,0.022786248,0.003813752,0.0259,0,-0.1088,-0.0244,0.0033,0.0088,0,-0.0717,-0.8357
0.1185,0.023362305,0.003737695,0.0263,0,-0.1106,-0.0248,0.0034,0.0089,0,-0.0718,-0.3075
0.118,0.023937961,0.003762039,0.0267,0,-0.1124,-0.0252,0.0035,0.0091,0,-0.0692,-0.1089
0.1169,0.02451322,0.00398678,0.0271,0,-0.1142,-0.0256,0.0036,0.0092,0,-0.0641,0
0.1152,0.02508808,0.00441192,0.0276,0,-0.1159,-0.026,0.0037,0.0094,0,-0.062,-11.6287
0.1127,0.025545608,0.005154392,0.028,0,-0.1177,-0.0264,0.0038,0.0095,0,-0.0524,-4.5528
0.1103,0.02600281,0.00599719,0.0284,0,-0.1195,-0.0268,0.0038,0.0097,0,-0.0482,-2.4191
0.1074,0.026459683,0.007040317,0.0288,0,-0.1213,-0.0272,0.0039,0.0098,0,-0.053,-0.9152
0.104,0.026916232,0.008183768,0.0293,0,-0.1231,-0.0276,0.004,0.01,0,-0.0544,-0.3367
0.1013,0.027372451,0.009227549,0.0297,0,-0.1249,-0.028,0.0041,0.0101,0,-0.0592,-0.0391
0.0992,0.027943214,0.010156786,0.0301,0,-0.1266,-0.0284,0.0042,0.0102,0,-0.0649,0
0.0972,0.02851351,0.01108649,0.0305,0,-0.1284,-0.0288,0.0042,0.0104,0,-0.0659,0
0.0963,0.029083336,0.011816664,0.031,0,-0.1302,-0.0292,0.0043,0.0105,0,-0.068,0
0.0966,0.029652696,0.012547304,0.0314,0,-0.132,-0.0296,0.0044,0.0107,0,-0.0592,0
0.0977,0.030221589,0.012978411,0.0318,0,-0.1338,-0.03,0.0045,0.0108,0,-0.0518,0
0.0999,0.030793034,0.013306966,0.0322,0,-0.1356,-0.0304,0.0046,0.011,0,-0.0438,0
0.1031,0.031364128,0.013335872,0.0327,0,-0.1373,-0.0308,0.0046,0.0111,0,-0.0179,0
0.1059,0.03193487,0.01316513,0.0331,0,-0.1391,-0.0312,0.0047,0.0113,0,-0.0078,0
0.1088,0.03250526,0.01259474,0.0335,0,-0.1409,-0.0316,0.0048,0.0114,0,-0.006,0
0.1114,0.033075295,0.011624705,0.0339,0,-0.1427,-0.032,0.0049,0.0115,0,0.0015,0
0.1128,0.03365077,0.01024923,0.0343,0,-0.1445,-0.0324,0.005,0.0117,0,0.0015,-1.5378
0.1136,0.034226097,0.008273903,0.0348,0,-0.1463,-0.0328,0.0051,0.0118,0,-0.0196,-1.2285
0.1141,0.03480128,0.00599872,0.0352,0,-0.148,-0.0332,0.0051,0.012,0,-0.0345,-0.6051
0.1136,0.035376318,0.003523682,0.0356,0,-0.1498,-0.0336,0.0052,0.0121,0,-0.0381,-0.2225
0.113,0.035951205,0.001148795,0.036,0,-0.1516,-0.034,0.0053,0.0123,0,-0.0328,-4.9349
0.1124,0.03652077,-0.00082077,0.0365,0,-0.1534,-0.0344,0.0054,0.0124,0,0.0173,-1.445
0.1115,0.037090026,-0.001890026,0.0369,0,-0.1552,-0.0348,0.0055,0.0126,0,0.0548,-0.5226
0.1119,0.03765897,-0.00255897,0.0373,0,-0.157,-0.0352,0.0056,0.0127,0,0.0513,-0.1922
0.114,0.038227607,-0.002427607,0.0377,0,-0.1587,-0.0356,0.0057,0.0128,0,0.0279,-0.0694
0.117,0.03879593,-0.00179593,0.0382,0,-0.1605,-0.036,0.0058,0.013,0,0.0273,-0.0474
0.1211,0.03947317,-0.00117317,0.0386,0,-0.1623,-0.0364,0.0059,0.0131,0,0.0071,-0.0125
0.1272,0.040149823,-0.000549823,0.039,0,-0.1641,-0.0368,0.006,0.0133,0,-0.0058,-0.0028
0.1347,0.040825877,7.4123E-05,0.0394,0,-0.1659,-0.0372,0.0061,0.0134,0,-0.0134,-0.0518
0.1416,0.04150135,0.00039865,0.0399,0,-0.1677,-0.0376,0.0062,0.0136,0,-0.0238,-0.0139
0.1486,0.042176224,0.000623776,0.0403,0,-0.1694,-0.038,0.0063,0.0137,0,-0.026,-0.0032
0.155,0.042964745,0.000635255,0.0407,0,-0.1712,-0.0384,0.0064,0.0139,0,-0.0236,-0.0706
0.1596,0.043752532,0.000647468,0.0411,0,-0.173,-0.0388,0.0065,0.014,0,-0.0623,-0.02
0.1633,0.044539593,0.000560407,0.0416,0,-0.1748,-0.0392,0.0066,0.0141,0,-0.0181,-0.0045
0.1659,0.04532593,0.00047407,0.042,0,-0.1766,-0.0396,0.0067,0.0143,0,0.0431,-0.0006
0.1669,0.04611155,0.00028845,0.0424,0,-0.1784,-0.04,0.0068,0.0144,0,0.0244,-0.1
0.1665,0.04678403,0.00041597,0.0433,0,-0.1801,-0.0403,0.0069,0.0147,0,0.0157,-0.075
0.1657,0.047455974,0.000444026,0.0442,0,-0.1819,-0.0407,0.007,0.015,0,0.0203,-0.025
0.1641,0.048127376,0.000672624,0.0451,0,-0.1836,-0.041,0.0071,0.0153,0,0.0105,-0.025
0.1617,0.04879825,0.00100175,0.046,0,-0.1853,-0.0414,0.0072,0.0156,0,-0.0098,0
0.1596,0.049468588,0.001431412,0.0469,0,-0.1871,-0.0417,0.0073,0.0159,0,-0.027,-0.05
0.1578,0.050247286,0.001952714,0.0478,0,-0.1888,-0.042,0.0074,0.0161,0,-0.0374,-0.975
0.1561,0.05102518,0.00267482,0.0486,0,-0.1906,-0.0424,0.0076,0.0164,0,-0.0372,-1.5
0.155,0.051802266,0.003397734,0.0495,0,-0.1923,-0.0427,0.0077,0.0167,0,-0.0197,-0.725
0.1541,0.052578554,0.004221446,0.0504,0,-0.1941,-0.043,0.0078,0.017,0,-0.0066,-0.275
0.1536,0.053354044,0.004945956,0.0513,0,-0.1958,-0.0434,0.0079,0.0173,0,0.0293,-0.125
0.1532,0.05424153,0.00545847,0.0522,0,-0.1976,-0.0437,0.008,0.0176,0,0.0356,-0.075
0.153,0.055128053,0.005771947,0.0531,0,-0.1993,-0.044,0.0082,0.0178,0,0.0129,-0.35
0.1537,0.05601361,0.00618639,0.054,0,-0.2011,-0.0444,0.0083,0.0181,0,0.0056,-0.25
0.1555,0.056898206,0.006401794,0.0549,0,-0.2028,-0.0447,0.0084,0.0184,0,-0.0171,-0.125
0.158,0.057781834,0.006618166,0.0558,0,-0.2046,-0.045,0.0085,0.0187,0,-0.0183,-0.05
0.1616,0.058664154,0.006835846,0.0567,0,-0.2063,-0.0454,0.0087,0.019,0,-0.021,-0.025
0.1669,0.0595455,0.0071545,0.0576,0,-0.2081,-0.0457,0.0088,0.0193,0,-0.0366,0
0.1729,0.060425885,0.007674115,0.0585,0,-0.2098,-0.046,0.0089,0.0196,0,-0.0386,0
0.18,0.061305314,0.008194686,0.0594,0,-0.2115,-0.0464,0.009,0.0198,0,-0.0054,-0.025
0.1882,0.062183782,0.008916218,0.0602,0,-0.2133,-0.0467,0.0092,0.0201,0,-0.0282,-0.025
0.1954,0.063057415,0.009942585,0.0611,0,-0.215,-0.0471,0.0093,0.0204,0,0.0249,-0.025
0.2022,0.06393,0.01087,0.062,0,-0.2168,-0.0474,0.0094,0.0207,0,0.0121,-0.025
0.2083,0.06480152,0.01199848,0.0629,0,-0.2185,-0.0478,0.0096,0.021,0,0.0149,-0.075
0.2123,0.065671995,0.013128005,0.0638,0,-0.2203,-0.0481,0.0097,0.0213,0,0.0002,-0.05
0.2151,0.06654142,0.01425858,0.0647,0,-0.222,-0.0485,0.0098,0.0215,0,-0.0153,-0.025
0.2176,0.06741228,0.01528772,0.0656,0,-0.2238,-0.0489,0.0099,0.0218,0,-0.0289,-0.15
0.2186,0.06828216,0.01611784,0.0665,0,-0.2255,-0.0492,0.0101,0.0221,0,-0.0329,-0.125
0.2193,0.069151066,0.016948934,0.0674,0,-0.2273,-0.0496,0.0102,0.0224,0,-0.0409,-0.075
0.2207,0.070019,0.017681,0.0683,0,-0.229,-0.05,0.0104,0.0227,0,-0.044,-0.05
0.2221,0.07088596,0.01821404,0.0692,0,-0.2308,-0.0504,0.0105,0.023,0,-0.0393,-0.025
0.2244,0.07185941,0.01884059,0.0701,0,-0.2325,-0.0508,0.0107,0.0233,0,-0.0068,-0.025
0.228,0.07283163,0.01956837,0.071,0,-0.2343,-0.0512,0.0108,0.0235,0,-0.0191,-0.025
0.2323,0.073802605,0.020497395,0.0718,0,-0.236,-0.0516,0.0109,0.0238,0,-0.0306,-1.175
